Age,Gender,Education,Income,Employment Experience,Home Ownership,Loan Amount,Loan Intent,Loan Interest Rate,Loan Percent Income,Credit History Length,Credit Score,Previous Loan Defaults,Loan_Status
32,1,0,46431,7,3,12000,4,12.42,0.26,8,627,0,1
24,0,0,111138,0,0,15740,3,16.03,0.14,3,628,0,1
37,1,0,89606,14,3,8000,1,16.89,0.09,15,656,0,1
21,1,4,44318,0,3,15000,3,6.62,0.34,2,681,0,1
21,0,1,36999,0,3,2400,2,17.19,0.06,2,659,0,1
23,1,1,44368,3,3,6000,1,9.88,0.14,2,602,1,0
23,1,3,18371,0,3,3108,2,15.4,0.17,3,575,0,1
23,1,1,53620,3,3,7500,5,16.0,0.14,4,645,0,1
22,1,1,62045,0,3,20000,1,12.53,0.32,3,629,0,1
24,0,1,47504,2,3,14476,1,10.45,0.3,3,684,0,1
37,1,2,111164,13,0,5000,3,19.47,0.04,16,685,0,1
22,1,1,31303,0,0,4000,3,12.73,0.13,2,716,0,1
22,1,0,66943,0,3,10000,5,15.27,0.15,3,651,1,0
25,0,0,271193,2,0,21000,2,11.11,0.08,3,647,0,0
32,1,1,126274,8,0,24000,0,8.9,0.19,5,644,0,1
25,0,0,61155,3,0,12000,0,16.4,0.2,4,579,0,1
39,1,3,58852,13,0,5778,4,13.85,0.1,13,630,0,1
29,1,4,72440,6,3,10000,3,13.01,0.14,7,571,0,1
26,1,0,44195,0,0,6000,2,11.49,0.14,2,682,0,1
21,1,0,37092,0,3,6000,1,13.16,0.16,4,550,0,1
27,0,0,71500,5,0,7500,3,15.07,0.1,9,671,0,1
22,0,0,74600,2,3,10000,1,14.22,0.13,2,620,0,0
22,0,1,26300,0,3,10000,0,12.73,0.38,4,676,0,1
31,1,4,59009,5,2,20000,2,10.62,0.34,7,681,0,0
23,0,1,71428,1,3,15000,3,13.43,0.21,4,636,0,1
23,0,1,82582,1,0,8000,3,15.33,0.1,3,691,0,1
34,0,3,54153,9,2,10000,5,13.43,0.18,6,576,1,0
24,0,3,20212,4,3,4200,0,11.01,0.21,4,554,0,1
26,0,3,95946,2,0,6075,3,6.03,0.06,2,600,1,0
30,1,1,32854,7,0,6101,2,15.2,0.19,6,691,0,1
40,1,1,46038,17,0,10000,4,11.14,0.22,11,682,1,0
24,0,4,56582,1,3,10000,1,11.48,0.18,3,706,0,0
28,1,3,114929,3,0,5000,2,7.51,0.04,5,645,1,0
26,1,3,66972,2,3,15459,3,14.27,0.23,4,586,0,1
23,1,3,30483,0,2,8000,4,5.79,0.26,3,574,1,0
22,1,3,88474,0,0,17000,3,11.99,0.19,3,541,1,0
32,1,3,91113,10,0,5000,4,11.49,0.05,8,630,1,0
26,0,4,117420,0,3,16800,3,6.17,0.14,4,652,1,0
30,0,4,121606,5,3,20000,3,18.3,0.16,6,689,0,1
23,1,0,106591,3,0,8400,2,14.65,0.08,4,614,0,1
23,0,0,80238,0,3,14000,1,12.99,0.17,3,645,0,0
28,0,4,40144,6,3,8000,0,11.01,0.2,7,574,0,1
42,0,0,48871,20,3,10000,4,16.0,0.2,12,706,0,1
24,1,0,40955,3,3,10000,0,9.88,0.24,4,656,0,1
23,0,1,37317,0,3,6000,0,17.46,0.16,4,666,0,1
27,0,0,37012,7,3,4000,1,12.69,0.11,7,664,0,1
22,0,1,47716,2,2,25000,1,16.08,0.52,3,685,0,1
22,1,1,53630,0,0,16000,3,14.74,0.3,3,657,0,1
25,1,1,49036,5,3,6000,1,7.66,0.12,3,660,1,0
28,1,1,73410,9,3,20000,4,10.75,0.27,9,735,0,1
24,0,1,94416,3,0,20000,0,10.37,0.21,2,663,0,0
41,1,3,50662,20,3,10000,3,16.45,0.2,17,691,0,1
34,0,1,63152,15,3,1672,4,11.63,0.03,15,700,0,1
22,1,0,57692,0,3,6000,3,5.42,0.1,3,684,1,0
35,0,1,69289,16,3,6178,1,11.04,0.09,12,728,0,1
22,1,3,29716,0,3,1000,4,12.84,0.03,3,604,1,0
27,0,1,95039,4,3,35000,0,17.77,0.37,7,589,0,1
25,1,3,40392,1,3,14125,3,9.91,0.35,3,565,0,1
23,1,0,59609,1,3,6000,0,7.9,0.1,3,654,1,0
25,1,3,43884,0,3,13780,1,12.43,0.31,4,645,0,1
26,0,1,49007,5,3,13250,4,11.71,0.27,2,617,0,1
27,0,4,59794,2,0,8500,3,10.59,0.14,10,688,0,0
27,0,3,56290,3,0,9162,3,15.99,0.16,7,610,0,1
28,0,1,37216,3,3,9600,5,11.01,0.26,7,599,0,1
28,1,0,47774,8,3,4523,1,13.02,0.09,9,633,0,1
27,0,3,43853,4,3,8000,0,13.92,0.18,9,542,1,0
45,0,0,90995,24,3,15450,3,15.17,0.17,11,654,0,1
25,1,1,41387,5,3,8000,3,11.38,0.19,5,677,0,1
25,0,4,69219,2,0,6461,5,12.88,0.09,5,686,0,1
22,0,1,82517,1,0,6400,1,7.14,0.08,3,686,0,0
29,0,4,208854,10,0,8000,5,13.79,0.04,10,670,0,0
29,0,3,132817,11,0,12800,1,16.82,0.1,6,576,1,0
24,0,0,90716,1,3,23462,5,13.71,0.26,5,664,0,1
27,1,1,52470,2,0,3600,1,14.68,0.07,4,700,0,0
29,1,3,75552,6,0,4800,1,9.83,0.06,8,569,1,0
34,1,4,142720,11,0,25000,1,11.78,0.18,7,623,0,1
25,0,1,47921,7,3,10750,2,14.59,0.22,4,661,0,1
28,1,3,66109,9,3,10210,3,15.88,0.15,9,653,0,1
33,1,3,109021,13,0,4200,1,8.94,0.04,6,487,1,0
22,1,4,110264,2,2,5000,4,11.48,0.05,2,639,1,0
25,0,3,55254,7,3,11100,0,13.11,0.2,2,649,1,0
33,0,3,31701,9,2,10000,1,9.44,0.32,8,639,0,0
25,1,0,103580,2,0,24000,0,16.54,0.23,2,627,0,1
27,1,1,31278,7,3,3000,4,15.58,0.1,6,649,0,1
30,1,0,46875,11,3,1600,0,13.49,0.03,10,532,1,0
26,1,0,41874,6,0,4000,3,17.58,0.1,3,649,0,1
24,0,1,48932,2,3,8000,4,6.17,0.16,2,610,1,0
26,0,0,116612,4,3,1750,2,6.54,0.02,2,621,0,0
30,1,1,47944,9,3,2500,0,16.29,0.05,10,594,0,1
31,1,0,180638,6,3,20000,2,13.04,0.11,8,552,0,1
23,0,0,59637,0,3,4000,5,13.99,0.07,4,539,0,0
37,0,3,76321,11,3,5534,2,7.84,0.07,10,703,0,0
24,1,1,73053,1,0,4000,1,5.42,0.05,2,656,0,0
25,0,3,67109,1,3,18250,5,17.56,0.27,2,594,0,1
31,1,4,43767,7,3,4500,1,9.99,0.1,10,682,0,0
22,0,0,141780,0,0,7500,1,13.24,0.05,2,614,0,0
23,1,1,78997,0,3,16000,4,14.59,0.2,4,662,0,0
48,1,0,51736,25,0,14400,0,12.87,0.28,17,724,0,1
35,1,1,38427,13,0,5000,0,14.46,0.13,5,666,0,1
22,1,0,106694,0,3,25000,0,15.58,0.23,2,667,0,1
27,1,3,23976,6,2,7800,2,15.58,0.33,5,625,0,1
24,1,0,108889,1,0,19750,0,13.61,0.18,2,688,0,0
33,1,1,58612,10,3,20000,3,14.14,0.34,12,721,0,1
25,0,3,46815,2,0,5400,2,8.9,0.12,2,638,1,0
29,1,1,26206,4,3,8000,1,11.71,0.31,7,583,0,1
23,1,3,65892,0,0,7500,3,11.03,0.11,3,658,0,1
24,1,3,67089,3,3,20000,5,13.58,0.3,4,623,0,1
28,0,3,43353,4,3,13250,1,10.65,0.31,7,619,0,1
37,1,0,241378,19,0,10000,1,13.8,0.04,16,684,0,0
30,0,4,69538,6,3,7500,5,14.27,0.11,5,591,1,0
26,0,3,83371,4,0,6200,0,15.99,0.07,3,657,0,1
22,0,0,29178,0,3,7700,1,5.99,0.26,2,588,0,1
27,0,0,29818,4,3,10000,3,10.82,0.34,9,660,0,1
24,1,0,48866,5,3,15000,3,7.88,0.31,4,656,0,1
27,1,4,36119,1,3,9000,3,13.17,0.25,6,649,0,1
35,0,4,94727,10,0,10000,4,6.54,0.11,5,689,0,0
24,1,3,74456,5,0,5777,4,8.88,0.08,3,600,1,0
36,1,3,20536,14,3,3500,1,10.36,0.17,14,706,0,1
22,1,3,47865,0,0,5000,5,18.21,0.1,4,622,0,1
31,1,4,44066,7,0,6928,0,6.84,0.16,7,655,0,1
25,1,3,44036,3,3,8000,4,12.73,0.18,2,585,0,1
33,1,4,75494,11,0,3700,1,6.39,0.05,7,634,0,0
35,1,1,39526,12,3,3125,1,7.14,0.08,9,696,0,0
25,0,4,75500,1,3,25000,3,12.73,0.33,4,588,0,1
23,1,4,40489,0,3,8950,1,13.22,0.22,3,662,0,1
23,1,1,35372,1,3,5000,1,11.49,0.14,2,636,0,0
21,0,4,36478,0,0,5000,0,13.57,0.14,4,624,0,1
23,1,1,95636,0,0,16000,0,14.09,0.17,3,610,0,1
24,0,4,39662,1,3,4786,5,10.35,0.12,3,700,0,0
25,0,3,66933,4,3,12000,2,10.37,0.18,2,655,1,0
23,0,1,41640,0,3,9000,3,17.06,0.22,4,720,0,1
24,1,3,53282,0,3,2800,4,14.17,0.05,2,661,0,1
28,1,3,60116,4,3,3600,5,13.98,0.06,9,553,0,1
46,0,0,72364,20,0,2500,0,7.87,0.03,13,668,0,0
21,0,3,85679,0,3,15000,5,8.0,0.18,3,667,0,0
24,0,1,48908,5,3,6000,4,13.99,0.12,3,565,1,0
26,1,1,68152,3,0,6000,1,5.42,0.09,4,588,1,0
42,0,1,39542,18,0,10000,4,10.59,0.25,12,679,0,1
24,0,3,43737,2,3,6000,3,8.52,0.14,4,665,1,0
27,1,1,79795,2,3,10000,0,13.88,0.13,3,598,0,1
47,1,0,26387,26,3,5000,0,15.99,0.19,16,655,0,1
26,0,0,64542,0,0,21000,0,10.63,0.33,5,563,1,0
22,0,1,65719,0,3,14400,0,11.01,0.22,4,536,0,1
31,0,0,84866,7,0,18000,1,9.55,0.21,10,654,0,0
24,1,3,66944,0,0,8000,2,8.0,0.12,2,512,1,0
26,1,1,69699,3,3,12000,3,15.56,0.17,6,643,0,1
27,0,3,41448,5,3,10000,4,15.37,0.24,5,646,0,1
33,0,0,37027,5,3,1500,0,13.11,0.04,10,633,1,0
24,0,3,241181,0,3,12000,5,12.69,0.05,2,654,1,0
23,1,0,60964,0,2,3600,1,6.46,0.06,3,564,0,0
24,0,1,145118,3,0,3000,3,6.39,0.02,3,630,1,0
32,1,3,22398,8,3,4000,1,14.72,0.18,10,689,0,1
42,1,4,164134,19,0,8000,1,6.62,0.05,15,728,1,0
26,0,0,59603,7,3,20000,2,19.79,0.34,3,642,0,1
25,0,1,106355,1,3,2400,4,14.79,0.02,4,657,0,1
27,0,1,57447,4,0,25000,0,14.96,0.44,9,662,0,1
22,1,0,18063,0,3,4750,4,14.61,0.26,4,642,0,1
25,0,0,39745,3,3,14125,3,9.74,0.36,6,652,0,1
28,0,1,57659,7,3,5000,3,11.67,0.09,5,685,0,0
41,0,0,57499,19,2,14000,4,7.88,0.24,12,663,1,0
26,0,3,37294,7,3,12000,0,11.11,0.32,3,581,0,1
24,0,4,53475,3,0,7500,1,16.33,0.14,2,632,0,1
24,1,3,115979,1,0,15000,0,7.51,0.13,4,560,0,0
21,1,3,48909,0,0,5000,4,6.62,0.1,2,546,1,0
48,0,3,65937,26,0,2000,2,5.99,0.03,16,666,1,0
32,1,4,62554,10,3,8000,2,7.51,0.13,10,577,0,0
25,0,0,102775,4,0,4000,1,6.81,0.04,3,663,1,0
22,1,1,54518,0,3,10000,4,17.93,0.18,2,625,1,0
24,1,1,15503,3,3,2500,5,13.11,0.16,2,635,0,1
33,1,1,39195,8,3,10772,0,14.37,0.27,5,622,0,1
22,1,0,33308,0,3,9250,1,13.11,0.28,3,633,0,1
26,1,4,36582,2,3,1500,2,14.61,0.04,3,588,0,1
24,1,0,59631,1,3,5000,3,10.65,0.08,3,674,0,0
24,1,1,84036,0,3,12000,0,10.2,0.14,4,613,0,1
48,0,0,39842,28,3,2000,5,17.27,0.05,16,652,0,1
32,0,0,16631,11,3,3800,4,7.29,0.23,9,497,0,1
46,0,0,60995,23,0,3000,4,8.59,0.05,13,652,1,0
24,0,0,118691,1,0,5000,4,13.22,0.04,3,676,0,1
36,1,4,490811,15,0,35000,2,7.9,0.07,13,654,1,0
22,1,1,36892,0,3,9875,5,7.29,0.27,3,645,0,1
24,1,4,42323,0,3,5000,0,16.49,0.12,3,682,0,1
22,1,0,51025,0,3,10000,1,6.92,0.2,2,659,0,0
23,0,3,67076,4,3,19200,1,15.21,0.29,4,650,0,1
32,1,1,23874,8,3,5000,5,9.99,0.21,6,632,0,1
43,1,4,53689,24,2,8000,3,9.32,0.15,15,660,1,0
24,1,1,9799,0,3,1200,2,13.48,0.12,4,611,0,1
32,1,3,82210,11,3,20000,2,11.49,0.24,5,670,1,0
32,1,3,89726,8,0,13650,1,12.42,0.15,10,649,0,1
26,1,0,37199,6,3,7500,4,12.18,0.2,3,650,0,1
25,1,0,109239,3,0,15000,4,7.88,0.14,4,632,1,0
29,1,0,92495,8,0,20000,1,6.91,0.22,7,596,1,0
29,1,1,226664,5,3,25000,2,12.18,0.11,5,697,0,1
27,1,3,47863,5,3,6000,5,14.61,0.13,7,638,0,1
37,1,3,29124,15,3,5870,4,14.64,0.2,11,625,1,0
24,1,1,49050,4,3,3000,4,17.27,0.06,2,618,0,1
26,1,1,41611,2,3,7500,0,7.9,0.18,3,604,0,1
43,0,0,55872,21,3,5000,1,10.38,0.09,15,581,0,1
22,0,3,89931,0,3,5000,0,13.49,0.06,4,630,0,1
31,1,1,24861,5,3,3900,3,14.79,0.16,6,572,1,0
24,0,3,13690,0,2,4912,2,9.93,0.36,3,679,0,1
25,0,1,45004,2,0,3200,0,9.63,0.07,3,619,0,0
23,1,0,36906,1,3,10000,3,12.95,0.27,2,656,0,1
24,1,1,65535,0,0,1500,0,5.42,0.02,3,621,0,1
24,1,1,67093,5,3,10000,0,8.94,0.15,3,550,0,0
31,1,1,166512,11,3,24000,4,15.65,0.14,5,632,0,1
23,1,1,73898,0,3,6000,3,11.01,0.08,3,535,1,0
22,1,0,46404,1,0,8500,0,5.42,0.18,2,636,1,0
21,1,0,60967,0,3,8500,5,10.65,0.14,2,659,1,0
37,1,3,52483,12,3,3500,5,10.41,0.07,11,644,1,0
24,1,1,19750,2,3,4200,1,11.01,0.21,2,661,0,1
26,1,1,46818,2,3,9100,5,15.37,0.19,2,672,1,0
35,1,0,148556,14,0,25000,2,17.08,0.17,9,641,0,1
23,1,3,46961,0,3,13000,1,11.71,0.28,3,661,0,1
25,0,3,72201,1,3,15000,4,10.22,0.21,3,634,0,1
23,0,1,41805,0,3,6497,0,13.23,0.16,4,635,0,1
24,0,1,87373,1,0,18000,5,11.86,0.21,4,603,1,0
21,1,0,34305,0,3,7500,1,6.76,0.22,4,609,1,0
25,1,3,103059,0,3,9600,1,10.15,0.09,5,541,0,0
28,1,1,167970,4,0,20000,4,13.79,0.12,9,585,1,0
22,1,3,40533,0,3,2000,0,11.01,0.05,3,661,0,0
25,0,3,51465,4,3,8675,1,15.99,0.17,2,676,0,0
29,1,1,116436,6,0,10000,2,11.01,0.09,5,632,1,0
22,0,3,55065,0,3,6500,3,13.99,0.12,2,648,0,1
26,0,0,72586,5,0,10000,4,12.21,0.14,4,633,0,1
29,0,0,79180,7,0,11500,2,7.51,0.15,10,608,0,0
33,1,1,360931,9,2,25000,3,14.42,0.07,7,589,1,0
24,0,3,26232,0,3,3906,0,14.09,0.15,4,527,1,0
23,0,0,76583,1,3,16000,3,16.35,0.21,4,677,0,1
29,1,0,144848,6,0,7000,4,11.01,0.05,8,650,1,0
33,0,0,83144,7,3,7000,3,8.0,0.08,6,616,0,0
24,1,0,118614,4,0,25000,2,13.14,0.21,4,682,0,1
25,1,0,52785,0,3,8000,3,8.63,0.15,4,683,1,0
28,1,4,60799,6,3,25000,5,12.21,0.41,7,591,0,1
26,1,0,106475,3,0,7700,1,14.79,0.07,4,605,0,1
23,1,1,62121,4,0,17500,0,14.09,0.28,2,676,0,1
26,1,0,91505,1,3,15000,4,16.49,0.16,4,508,1,0
24,0,3,56072,2,3,2000,4,9.47,0.04,3,593,1,0
43,0,0,84085,25,3,2000,0,8.9,0.02,17,676,1,0
34,0,0,35704,12,3,7000,3,9.32,0.2,10,675,1,0
26,1,4,116115,5,3,1000,2,10.36,0.01,3,608,1,0
21,0,1,45101,0,0,1000,0,14.61,0.02,2,658,0,1
24,1,0,41683,4,3,7000,0,15.06,0.17,3,679,0,1
39,1,4,101281,15,3,10000,1,16.4,0.1,14,733,0,1
22,1,3,54093,1,3,5500,0,11.01,0.1,2,620,0,1
30,1,1,120782,6,0,13000,0,8.15,0.11,9,697,1,0
25,0,3,121016,0,3,20000,2,13.06,0.17,2,672,0,0
23,1,3,25459,4,3,3000,0,11.46,0.12,4,638,0,0
22,1,3,73115,0,3,7000,3,9.99,0.1,4,492,1,0
26,0,1,18914,3,3,3000,1,11.12,0.16,6,620,0,1
25,0,0,77674,3,0,15000,0,14.52,0.19,4,622,0,1
24,1,1,59500,0,0,8129,1,10.54,0.14,3,674,0,1
29,0,4,60403,7,3,4500,2,12.61,0.07,6,684,0,1
30,1,1,139282,9,0,21892,1,12.13,0.16,10,612,1,0
24,1,0,38499,2,3,15075,4,15.27,0.39,2,515,0,1
36,1,0,65098,12,3,1600,3,12.21,0.02,16,640,0,1
26,1,0,29986,0,3,1500,1,14.54,0.05,4,659,0,1
48,0,3,35800,28,3,3000,0,12.49,0.08,14,692,0,1
22,0,3,60981,0,0,6000,4,11.11,0.1,3,572,1,0
24,1,0,39637,3,3,8000,0,12.34,0.2,4,685,0,1
25,0,0,67298,5,0,8000,1,9.24,0.12,5,624,1,0
30,0,3,162480,9,0,24000,0,15.96,0.15,6,572,1,0
24,1,3,67122,2,0,9600,1,10.78,0.14,4,595,0,1
39,1,3,144950,15,0,12000,3,5.79,0.08,11,633,1,0
27,1,1,59702,5,3,4000,0,14.61,0.07,6,665,0,1
42,0,3,39727,18,3,10000,0,11.71,0.25,14,610,0,1
26,0,0,55138,4,0,5000,5,6.99,0.09,2,625,1,0
25,0,0,16991,2,3,6625,0,8.63,0.39,3,615,0,1
24,1,0,42201,2,3,4500,1,14.84,0.11,3,618,0,1
24,0,3,58405,0,3,18000,0,9.54,0.31,3,544,0,1
28,0,1,65895,5,3,8000,0,14.97,0.12,10,580,0,1
25,1,1,42970,6,3,5000,3,11.71,0.12,2,692,1,0
37,1,0,29875,13,3,3000,2,19.03,0.1,11,640,0,1
25,0,4,133055,1,3,5000,5,9.99,0.04,4,718,0,0
22,1,1,70655,0,3,12000,3,11.01,0.17,3,566,0,1
26,1,1,103519,3,0,20000,4,15.82,0.19,4,649,0,1
23,1,0,66400,0,0,12000,3,15.62,0.18,3,645,0,1
25,0,0,30922,7,3,2500,5,12.98,0.08,4,690,1,0
23,0,4,31339,0,3,7100,4,7.9,0.23,2,634,1,0
26,1,0,62332,4,0,13000,0,15.33,0.21,2,622,0,1
26,1,1,77720,3,3,9000,0,6.03,0.12,2,633,0,0
25,1,3,116029,0,0,35000,3,19.29,0.3,2,650,0,1
27,0,0,51303,7,3,14000,5,9.96,0.27,5,642,0,1
22,1,0,72956,2,3,12000,1,10.99,0.16,2,616,0,0
25,1,0,59820,1,3,18250,5,14.83,0.31,3,609,0,1
23,1,1,89438,2,3,2800,5,15.21,0.03,2,634,0,1
27,0,1,91614,4,0,6000,3,7.74,0.07,9,672,1,0
21,1,1,17316,0,3,4750,4,12.73,0.27,3,678,0,1
43,1,3,75372,17,3,2000,2,13.15,0.03,14,591,0,0
23,1,1,72625,1,0,20000,3,11.83,0.28,4,545,0,1
33,0,3,30780,9,3,10000,3,8.44,0.32,10,605,0,1
26,1,0,198891,4,0,20000,1,13.22,0.1,4,638,0,0
23,1,0,44108,3,3,3000,2,11.35,0.07,4,477,0,1
51,1,0,144986,27,0,30000,4,7.9,0.21,22,640,1,0
26,0,4,57291,0,0,5000,3,12.87,0.09,4,671,0,1
31,0,3,24098,10,3,4075,3,8.32,0.17,6,692,0,1
25,1,3,39484,4,0,2500,2,16.45,0.06,3,638,0,1
25,0,0,42208,4,3,8400,4,11.01,0.2,4,663,0,0
25,0,3,39131,5,3,12000,3,14.96,0.31,3,670,0,1
34,1,4,51477,11,3,6000,1,10.59,0.12,7,622,0,0
23,0,3,75894,1,3,26000,3,11.71,0.34,2,536,0,1
35,0,4,75225,15,0,10000,0,15.33,0.13,10,591,0,1
27,1,4,81669,6,0,4200,5,11.01,0.05,7,711,0,0
23,1,1,24251,0,3,3000,4,10.13,0.12,3,606,0,1
31,1,4,43070,12,3,3000,5,14.74,0.07,9,722,0,1
23,0,4,61281,0,3,18236,5,13.31,0.3,3,614,0,1
39,0,2,28333,18,3,7200,3,11.01,0.25,17,673,0,1
24,1,0,12772,0,3,3544,5,7.56,0.28,3,647,0,1
27,0,1,99758,7,0,19679,0,10.37,0.2,8,661,0,0
22,0,4,58468,0,3,7500,5,17.04,0.13,2,634,0,0
26,0,3,20475,0,3,2450,5,11.01,0.12,2,609,0,1
25,0,3,61178,3,0,2100,1,11.49,0.03,3,590,0,1
32,0,4,121168,9,0,7000,2,7.53,0.06,10,610,1,0
30,0,1,77597,6,0,8000,3,7.05,0.1,6,653,1,0
23,1,1,94735,0,0,15250,4,11.01,0.16,2,653,0,1
23,0,3,43870,0,3,5000,4,13.23,0.11,4,649,0,0
22,1,1,42887,3,3,1500,0,12.23,0.03,4,622,0,1
22,0,0,56560,0,0,9500,0,12.69,0.17,4,616,0,1
27,0,3,24043,0,0,1400,5,16.77,0.06,6,458,1,0
25,1,1,42758,4,3,1100,0,6.76,0.03,2,651,0,0
31,1,0,55979,9,3,9600,3,14.46,0.17,5,509,0,1
28,0,0,52302,6,3,14000,4,11.14,0.27,5,632,0,1
24,0,0,207712,0,0,20000,0,13.47,0.1,4,582,0,1
25,0,1,24225,2,3,4000,0,9.26,0.17,3,644,0,1
31,0,1,46441,5,3,10000,3,9.31,0.22,6,681,0,0
23,1,0,137125,0,0,24250,1,10.62,0.18,3,684,1,0
27,1,4,102979,6,0,2805,0,9.63,0.03,4,717,0,1
30,0,3,37818,9,3,11200,3,11.99,0.3,8,700,0,1
51,1,0,46566,27,3,13000,4,12.42,0.28,18,668,0,1
41,1,0,29714,19,0,1500,0,11.01,0.05,14,686,0,0
27,0,2,39675,3,0,4500,2,9.99,0.11,8,549,0,1
24,1,1,78831,3,0,7200,5,17.58,0.09,4,574,0,0
22,0,3,37070,1,3,5570,2,14.29,0.15,3,651,0,1
32,1,2,104801,7,0,20000,3,14.74,0.19,9,688,0,1
28,1,1,44408,6,3,9600,3,14.61,0.22,10,714,0,1
43,1,3,44517,20,0,4000,2,6.62,0.09,16,661,0,1
22,1,0,23032,0,3,5400,0,15.23,0.23,4,642,0,1
40,0,0,86625,10,3,6000,4,9.63,0.07,14,636,0,0
24,1,0,19009,1,3,3187,1,11.86,0.17,3,587,0,1
22,1,3,35679,1,3,7455,1,13.48,0.21,4,668,0,1
23,0,3,84646,4,0,17000,4,8.88,0.2,4,650,1,0
24,1,0,44154,0,3,6727,0,11.45,0.15,3,719,0,1
28,1,1,17623,9,2,6700,5,9.63,0.38,8,655,0,1
25,1,0,25585,2,3,7530,3,14.32,0.29,4,542,0,1
23,0,3,91188,0,3,15000,4,13.57,0.16,3,639,0,1
21,1,0,30619,0,3,8125,1,7.9,0.27,3,662,0,1
26,0,2,40961,5,3,3000,1,11.12,0.07,2,701,0,0
27,1,0,79026,6,0,5300,2,7.51,0.07,10,640,1,0
24,0,4,103055,0,0,11651,3,7.01,0.11,4,620,1,0
23,1,1,41882,3,3,15000,1,11.71,0.36,4,657,0,1
28,1,3,17927,6,3,4800,5,14.65,0.27,9,649,0,1
24,0,3,73164,0,3,5891,3,7.26,0.08,3,590,1,0
47,1,0,46637,24,3,13000,3,11.7,0.28,18,705,0,1
28,0,3,53843,7,3,17500,1,11.01,0.33,10,599,0,1
28,1,1,60816,1,0,7000,1,8.59,0.12,9,651,0,0
33,1,1,22715,15,3,2700,5,12.61,0.12,9,558,0,0
57,1,0,64312,34,0,5800,4,13.16,0.09,30,666,0,0
26,1,0,64660,7,3,5000,0,15.95,0.08,2,669,0,1
22,1,3,47987,0,3,12000,1,11.11,0.25,3,549,0,1
28,1,1,111631,9,0,10000,3,16.89,0.09,8,622,0,1
22,0,3,77720,0,0,14400,0,11.71,0.19,2,634,0,1
24,1,4,36947,0,0,4500,0,14.72,0.12,4,610,1,0
24,0,3,199085,3,3,10000,4,9.2,0.05,3,666,1,0
29,0,3,86017,5,3,12000,4,11.8,0.14,7,578,0,0
29,1,0,86271,6,3,10000,1,11.11,0.12,5,681,0,0
27,1,3,90711,4,3,20000,3,10.82,0.22,6,539,1,0
34,0,3,75533,12,0,28000,5,11.71,0.37,7,700,1,0
24,1,1,73086,0,2,10000,4,10.37,0.14,4,587,1,0
32,0,4,101301,5,3,19600,3,17.19,0.19,7,708,0,1
33,1,3,205028,10,2,21000,3,14.26,0.1,9,637,1,0
32,1,0,233498,10,3,20000,3,11.83,0.09,6,686,0,1
24,1,3,103862,1,3,4817,5,9.44,0.05,4,536,0,0
29,0,4,73071,6,0,21748,0,12.53,0.3,8,712,1,0
23,1,1,102162,0,0,23000,1,12.55,0.23,4,619,1,0
39,0,3,106935,19,0,25000,3,18.3,0.23,13,644,0,1
23,1,1,120500,3,3,22000,0,7.88,0.18,4,646,0,0
22,1,3,54438,0,3,4000,2,5.99,0.07,4,661,0,1
37,1,0,67260,14,0,6500,5,6.03,0.1,16,618,1,0
29,1,0,43025,7,3,11000,3,8.59,0.26,10,667,0,1
22,1,1,50898,0,3,7000,5,15.7,0.14,3,682,0,1
25,0,3,67409,4,3,18000,2,10.99,0.27,4,646,0,1
26,0,0,55873,5,3,11000,3,16.29,0.2,3,583,0,1
25,0,0,35754,1,3,2500,3,12.84,0.07,4,653,0,1
25,1,0,101270,3,3,25000,3,15.79,0.25,3,674,0,1
29,0,1,36653,5,3,6000,5,5.79,0.16,8,700,1,0
21,0,0,48649,0,3,12000,4,16.07,0.25,2,654,0,1
29,0,1,58700,5,0,7800,2,11.46,0.13,7,625,1,0
31,1,1,45586,8,3,13000,4,6.92,0.29,6,630,0,1
26,0,1,76926,8,0,3500,3,7.68,0.05,4,633,1,0
31,0,3,72963,12,3,4750,2,8.47,0.07,7,603,0,0
24,1,4,31356,3,3,2000,0,14.96,0.06,4,568,0,1
23,0,1,60901,0,3,7200,5,10.1,0.12,4,654,1,0
25,1,1,142749,0,0,2000,0,7.12,0.01,2,695,0,0
25,0,1,60015,0,0,5000,3,10.85,0.08,3,667,0,1
27,1,4,44068,4,3,3200,1,7.88,0.07,6,535,1,0
35,0,1,39299,10,3,14500,0,6.17,0.37,5,610,0,1
27,0,0,83858,7,3,6141,3,8.85,0.07,4,537,1,0
21,1,1,18064,0,2,6250,5,14.72,0.35,2,580,0,1
25,0,1,116439,2,3,25000,2,15.68,0.21,4,595,0,1
25,1,0,37013,3,2,11500,2,11.36,0.31,4,693,0,0
23,1,0,76221,1,3,7500,2,11.97,0.1,4,579,0,1
28,1,0,92036,4,3,8500,3,11.01,0.09,5,689,0,0
41,1,3,113850,15,0,24399,5,13.67,0.21,16,604,0,1
24,1,4,84007,2,0,7200,3,7.88,0.09,2,601,1,0
35,0,3,73413,14,0,25000,3,16.82,0.34,5,638,0,1
29,1,0,36514,5,3,6600,3,15.33,0.18,8,694,0,1
23,1,0,87392,0,3,10000,0,10.59,0.11,3,562,1,0
26,0,1,42960,5,3,6380,3,15.95,0.15,6,686,0,1
21,0,0,32471,0,3,2400,4,11.58,0.07,4,545,0,1
27,1,1,28887,2,3,4000,4,7.49,0.14,6,680,1,0
